weight,Target_cost_euro,Date_claim_opening,Date_of_accident,Customer_code1,Customer_code3,Customer_code4,Customer_merit_class,Flag_virtuous_driver,Presence_of_black_box,Bareme_table_code_customer,Bareme_table_code_other_driver,Province_code,Region,Date_vehicle_immatriculation,Vehicle_typology,Vehicle_power_source,Vehicle_catalytic_converter,Flag_hybrid_vehicle,Vehicle_annual_distance_km,Flag_historical_vehicle,Vehicle_engine_capacity,Vehicle_engine_rpm,Vehicle_torque_kgm,Vehicle_torque_rpm,Vehicle_n_valves_cyl,Vehicle_fiscal_HP,Vehicle_price_euro,Vehicle_max_speed_kmh,Vehicle_acceleration_0_100_s,Vehicle_length_m,Vehicle_width_m,Vehicle_height_m,Vehicle_weight_kg,Vehicle_weight_full_load_kg,Vehicle_n_doors,Vehicle_n_seats,Vehicle_code_supercharging
1,2035,2016-10-31,2016-10-28,C2,P,U,3,N,1,1,0,CH,ABRUZZO,2011-09-22,Sedan,Petrol,MC09,N,5000,N,1397,6000,13.9,4000,4,16,16600,184,10.6,3.941,1.728,1.524,1150,1576,5,5,AS00
1,1852,2017-10-31,2017-10-27,C3,P,E,1,N,1,1,0,RM,LAZIO,2005-07-14,Sedan,Petrol,MC09,N,NA,N,1242,6000,11.2,4000,4,14,13700,163,14.6,3.924,1.685,1.432,1119,1530,5,5,AS00
1,3244,2018-04-12,2018-03-31,C2,P,E,5,NA,1,0,4,RM,LAZIO,2016-04-07,Sedan,Diesel,ME02,N,NA,N,2143,2800,36.7,1400,4,21,44512,207,9.5,4.879,1.854,1.474,1735,2320,4,5,TU12
1,2057,2016-10-21,2016-10-15,C3,P,E,1,S,0,7,17,PD,VENETO,2004-01-29,Station wagon,Petrol / LPG,MC09,N,NA,N,1587,5750,15,4000,4,17,19100,182,11.5,4.419,1.757,1.544,1399,1984,5,5,AS00
1,1215,2014-05-06,2014-05-02,C2,P,E,1,N,0,1,14,PN,FRIULI-VENEZIA GIULIA,2012-05-23,Station wagon,Diesel,ME02,N,NA,N,1560,3600,27.5,1750,2,17,27450,188,11.7,4.813,1.853,1.476,1500,2080,5,5,TU35
1,591,2018-05-31,2018-05-17,C3,P,E,1,N,0,1,12,BS,LOMBARDIA,2014-07-01,Sedan,LPG,NA,N,NA,N,1149,5500,10.9,4250,NA,14,9500,162,14.5,4.057,1.733,1.518,1114,1540,5,5,NA
1,1879,2015-10-08,2015-10-07,C2,P,A,1,N,0,0,4,VA,LOMBARDIA,1999-08-06,Coupe',Petrol,MC09,N,NA,N,1975,6000,18.4,4800,4,20,18570.24,200,8.6,4.345,1.73,1.303,1350,1600,3,4,AS00
1,920,2015-07-20,2015-07-16,C2,P,A,1,S,0,0,8,FR,LAZIO,2006-05-04,Minivan,Diesel,MB05,N,NA,N,1461,3750,20.4,1900,2,16,17750,168,13,4.083,1.69,1.55,1265,1610,5,5,TU10
1,756,2015-08-25,2015-08-10,C2,P,E,6,N,0,1,14,CL,SICILIA,2003-03-02,Station wagon,Diesel,MB05,N,NA,N,1910,4000,28,2000,2,19,27770,190,11.5,4.466,1.743,1.47,1425,1875,5,5,TU10
1,924,2017-11-15,2017-11-11,C3,P,D,1,S,0,0,4,VI,VENETO,2008-12-11,Sedan,Diesel,MB05,N,NA,N,1398,4000,16.3,1750,2,16,15750,162,14.9,3.95,1.722,1.481,1105,1530,5,5,TU10
1,582,2018-07-12,2018-07-09,C3,P,A,1,N,0,1,2,MI,LOMBARDIA,2008-11-26,Sedan,Diesel,ME03,N,NA,N,2204,4000,34.7,2000,4,21,22490,205,8.6,4.275,1.785,1.46,1388,1890,3,5,TU30
1,3535,2017-05-26,2017-05-24,C3,P,A,14,N,1,0,8,PG,UMBRIA,2004-03-02,Sedan,Diesel,MB05,N,5000,N,1461,4000,16.3,2000,2,16,13850,155,15.9,3.734,1.66,1.54,1066,1550,5,5,TU10
1,2980,2015-06-25,2015-06-10,C2,P,A,1,NA,0,0,8,PU,MARCHE,2006-09-14,Minivan,Methane,NA,N,NA,N,1596,5750,14.8,4000,NA,17,25000,168,13.5,4.089,1.871,1.695,1545,2050,5,6,NA
1,909,2014-11-05,2014-10-30,C2,P,A,1,N,0,0,14,RN,EMILIA-ROMAGNA,2010-02-22,Sedan,Petrol / LPG,MC09,N,NA,N,1388,5750,12.7,4200,4,16,14500,166,13.9,3.95,1.722,1.481,1101,1530,5,5,AS00
1,4453,2017-06-22,2017-06-12,C2,P,A,1,NA,0,1,14,TO,PIEMONTE,2009-08-01,Sedan,LPG,NA,N,NA,N,1368,6000,11.7,3000,NA,15,15350,167,13.5,3.81,1.704,1.53,1050,1400,3,4,NA
1,645,2016-05-31,2016-05-24,C2,P,E,3,N,1,1,14,AV,CAMPANIA,2010-07-28,Sedan,Petrol,MC09,N,NA,N,998,6000,9.5,3600,4,12,11050,157,13.7,3.43,1.63,1.46,955,1190,5,4,AS00
1,682,2018-11-27,2018-11-23,C3,P,A,6,N,0,0,4,LC,LOMBARDIA,2012-04-01,Sedan,LPG,NA,N,NA,N,1368,5000,21,1750,NA,15,20750,198,8.8,4.063,1.72,1.446,1272,1700,3,4,NA
1,1955,2018-09-06,2018-08-22,C3,P,A,3,N,0,0,8,FC,EMILIA-ROMAGNA,2015-04-20,Sedan,Diesel,ME02,N,NA,N,1496,4000,27.5,1750,4,16,26600,195,10.4,4.329,1.765,1.413,1395,1885,3,5,TU30
1,447,2014-10-31,2014-10-30,C2,P,A,1,S,1,1,14,BS,LOMBARDIA,2008-10-20,Coupe',Petrol,MC09,N,NA,N,3555,6250,34,4200,4,29,76750,243,7.6,4.791,1.892,1.322,1670,2035,2,4,AS00
1,815,2018-10-24,2018-10-15,C2,P,A,5,NA,0,1,3,PE,ABRUZZO,2013-12-19,Station wagon,Diesel,ME02,N,NA,N,1995,4000,32.6,1750,4,20,33450,195,10.1,4.477,1.798,1.567,1640,2120,5,5,TU30
1,459,2018-04-20,2018-04-16,C3,P,E,1,N,1,16,17,SR,SICILIA,2008-03-25,Sedan,Diesel,MB09,N,NA,N,1910,4000,26,2000,2,19,19480,194,10.5,4.336,1.792,1.498,1395,1800,5,5,TU30
1,1739,2018-06-25,2018-06-21,C2,P,A,1,N,1,1,8,VI,VENETO,2008-02-06,Sedan,Diesel,MB05,N,NA,N,1399,4000,16.3,1750,2,16,14950,164,15.5,3.924,1.685,1.432,1156,1570,5,5,TU10
1,1208,2016-07-11,2016-07-07,C2,P,E,3,N,0,1,14,LU,TOSCANA,2008-05-01,Sedan,Diesel,ME02,N,NA,N,2698,3500,40.8,1400,4,24,43408.75,226,7.7,4.703,1.826,1.427,1670,2145,4,5,TU30
1,915,2016-01-08,2015-12-09,C3,P,A,1,N,0,0,8,FI,TOSCANA,2009-12-21,Sedan,LPG,NA,N,NA,N,1124,5500,9.6,2700,NA,14,14650,153,15.9,3.86,1.667,1.612,1135,1483,5,5,NA
1,1614,2017-11-28,2017-11-25,C2,P,E,5,N,0,1,2,RA,EMILIA-ROMAGNA,2014-01-27,Station wagon,LPG,NA,N,NA,N,1598,5750,15.1,3750,NA,17,13400,165,12.4,4.315,1.822,1.695,1328,1745,5,5,NA
1,812,2017-03-29,2017-03-05,C3,P,A,1,N,0,0,10,CA,SARDEGNA,2001-07-31,Sedan,Petrol,MC09,N,NA,N,1390,4700,12.8,3800,2,16,11098,160,14.3,3.527,1.639,1.46,1019,1380,3,4,AS00
1,3113,2015-03-31,2015-03-29,C2,P,A,1,N,0,0,17,PI,TOSCANA,2008-05-22,Station wagon,Diesel,ME02,N,NA,N,1968,4200,32.6,1750,4,20,32600,186,10.5,4.427,1.809,1.683,1666,2240,5,5,TU30
1,1175,2015-08-26,2015-08-13,C2,P,A,1,N,0,0,14,CE,CAMPANIA,2000-06-01,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,9502.8,155,14.3,3.8,1.66,1.48,935,1370,3,5,AS00
1,1104,2016-12-12,2016-12-06,C2,P,D,2,N,0,0,2,LT,LAZIO,2005-10-25,Sedan,Petrol,MC09,N,NA,N,1108,5000,9,2750,2,13,8000,150,14.5,3.337,1.508,1.42,810,1200,3,4,AS00
1,3221,2018-10-12,2018-10-02,C2,P,A,1,N,0,0,8,VE,VENETO,2016-06-08,Sedan,Diesel,ME02,N,NA,N,1560,3500,23.8,1750,2,17,16400,171,13.3,3.973,1.739,1.46,1140,1635,3,5,TU10
1,1869,2015-05-05,2015-05-01,C2,P,A,1,N,0,1,15,AN,MARCHE,2004-05-26,Sedan,Diesel,MB05,N,NA,N,1968,4000,32.6,1750,4,20,25047,205,9.3,4.204,1.759,1.485,1441,1870,5,5,TU30
1,1520,2017-10-17,2017-10-16,C3,P,A,3,N,0,0,8,MN,LOMBARDIA,2012-03-23,Station wagon,Diesel,ME02,N,NA,N,1686,4000,28.5,1750,4,18,25250,180,13,4.698,1.814,1.535,1523,2095,5,5,TU10
1,990,2016-10-13,2016-09-29,C2,P,A,4,N,0,1,14,BS,LOMBARDIA,2010-03-01,Sedan,LPG,NA,N,NA,N,1388,5750,12.7,4200,NA,16,14500,175,12.2,3.95,1.722,1.481,1114,1530,5,5,NA
1,1603,2015-07-29,2015-07-23,C2,P,A,5,S,0,1,14,VE,VENETO,2010-09-23,Minivan,Petrol / LPG,MC09,N,15000,N,1364,4800,17.8,1750,4,15,21980,188,11.3,4.3,1.812,1.615,1437,1930,5,5,TU10
1,1458,2018-09-20,2018-09-19,C2,P,E,1,N,1,1,14,BO,EMILIA-ROMAGNA,2011-04-08,Station wagon,Diesel,ME02,N,NA,N,1685,4000,26.5,1250,4,18,26100,173,12.3,4.44,1.855,1.645,1612,1940,5,5,TU30
1,761,2016-10-03,2016-09-26,C3,P,A,1,N,0,0,8,CH,ABRUZZO,2002-03-19,Sedan,Petrol,MC09,N,NA,N,1108,5000,9,2750,2,13,6610,140,19.5,3.408,1.494,1.435,790,1150,3,5,AS00
1,761,2015-06-04,2015-06-03,C2,P,A,1,N,0,1,4,TN,TRENTINO-ALTO ADIGE,2002-07-01,Sedan,Diesel,ME02,N,NA,N,1560,3600,27.5,1750,4,17,21000,193,10.9,4.358,1.823,1.484,1344,1900,5,5,TU35
1,391,2014-12-22,2014-12-20,C2,P,A,1,S,0,1,14,PD,VENETO,2010-11-12,Sedan,Diesel,ME02,N,NA,N,1598,4400,25.5,1500,4,17,22380,190,11.3,4.199,1.786,1.512,1314,1870,5,5,TU10
1,2566,2017-03-14,2017-03-14,C2,P,E,1,N,0,1,0,MI,LOMBARDIA,2005-04-12,Station wagon,Diesel,ME02,N,NA,N,1910,4000,32.6,2000,4,19,29000,210,10.3,4.839,1.798,1.5,1600,2155,5,5,TU10
1,1074,2017-12-14,2017-12-11,C2,P,E,13,N,0,0,11,PV,LOMBARDIA,2009-07-09,Sedan,Methane,NA,N,NA,N,1368,6000,11.7,3000,NA,15,17900,162,14.9,4.03,1.687,1.49,1260,1550,5,5,NA
1,1904,2015-10-20,2015-10-12,C2,P,E,6,N,0,7,6,MB,LOMBARDIA,2007-07-31,Sedan,LPG,NA,N,NA,N,1150,5400,10.6,4400,NA,14,12450,157,13.7,3.88,1.67,1.495,1115,1495,5,5,NA
1,1260,2016-11-29,2016-11-27,C2,P,A,1,N,0,0,8,VR,VENETO,2013-03-12,Sedan,Diesel,ME02,N,NA,N,1461,4000,26.5,1750,4,16,26560,190,11.3,4.292,1.78,1.433,1395,1960,5,5,TU10
1,1256,2018-08-03,2018-08-01,C3,P,E,1,N,0,0,14,MB,LOMBARDIA,2015-02-23,Sedan,Petrol,MC09,N,NA,N,998,5500,9.6,3500,4,12,12850,155,14.9,3.665,1.66,1.5,1008,1420,5,5,AS00
1,872,2018-05-24,2018-05-23,C2,P,E,1,N,1,0,8,MI,LOMBARDIA,2006-03-27,Station wagon,Diesel,MB05,N,NA,N,2987,4000,52,1600,4,26,43020,200,9,4.75,1.87,1.74,2217,2569,5,5,TU30
1,1207,2017-10-18,2017-10-17,C2,P,A,1,N,0,0,14,SO,LOMBARDIA,2010-01-14,Sedan,Diesel,ME02,N,NA,N,1968,4200,32.6,1750,4,20,31460,205,9.4,4.292,1.765,1.423,1535,2025,5,5,TU30
1,922,2014-10-28,2014-10-27,C2,P,A,2,N,1,1,8,FC,EMILIA-ROMAGNA,2013-10-08,Station wagon,Diesel,ME02,N,NA,N,1461,4000,24.5,1750,2,16,16100,169,12.2,4.315,1.822,1.695,1341,1785,5,5,TU10
1,1689,2018-01-16,2018-01-13,C2,P,A,1,S,0,0,8,MN,LOMBARDIA,2006-04-21,Minivan,Methane,NA,N,NA,N,1596,5750,14.8,4000,NA,17,24000,168,13.5,4.089,1.871,1.695,1545,2050,5,6,NA
1,486,2015-06-22,2015-06-15,C2,P,A,6,N,0,0,17,RM,LAZIO,1998-09-25,Sedan,Petrol,MC09,N,NA,N,1390,5500,11.6,4250,2,16,11568.63,170,12.1,3.773,1.639,1.417,1035,1500,5,5,AS00
1,675,2016-06-23,2016-06-22,C2,P,E,1,N,0,0,8,MB,LOMBARDIA,2002-06-27,Sedan,Petrol,MC09,N,NA,N,1360,5400,12,3300,2,15,14250,167,12.4,3.86,1.667,1.51,1089,1510,5,5,AS00
1,3087,2016-03-04,2016-02-24,C3,P,A,1,N,0,1,3,TO,PIEMONTE,2007-07-13,Sedan,Diesel,MB09,N,NA,N,1910,4000,28.5,2000,2,19,18750,200,9.5,4.03,1.687,1.49,1280,1800,3,4,TU30
1,1098,2018-11-29,2018-11-23,C2,P,A,1,N,0,0,8,VR,VENETO,2007-11-30,Sedan,Petrol,MC09,N,NA,N,1390,5000,13.3,3800,4,16,13510,174,14.9,3.992,1.642,1.498,1135,1565,5,5,AS00
1,739,2016-08-31,2016-08-30,C2,P,A,1,N,0,1,8,TV,VENETO,2005-12-22,Sedan,Diesel,ME02,N,NA,N,1997,4000,32.6,2000,4,20,39550,207,12.8,4.9,1.83,1.44,1610,2115,4,5,TU30
1,1863,2016-05-24,2016-05-13,C2,P,A,3,NA,0,0,17,GE,LIGURIA,2009-07-10,Sedan,LPG,NA,N,NA,N,1242,5000,10.4,2500,NA,14,12500,155,14,3.538,1.578,1.54,935,1305,5,4,NA
1,1275,2016-04-06,2016-04-02,C3,P,A,3,N,0,1,3,PN,FRIULI-VENEZIA GIULIA,2007-05-01,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,13550,148,15.3,3.574,1.605,1.632,1040,1410,5,4,AS00
1,649,2016-03-04,2016-03-02,C2,P,E,1,N,1,1,8,PU,MARCHE,2013-03-26,Sedan,Diesel,ME02,N,NA,N,1248,4000,19.4,1500,4,15,19710,165,13,3.68,1.67,1.6,1190,1595,5,5,TU10
1,775,2016-02-15,2016-02-13,C3,P,A,1,N,0,0,14,PZ,BASILICATA,2010-06-03,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,12450,155,14.5,4.03,1.687,1.49,1105,1550,5,4,AS00
1,1240,2018-06-15,2018-06-08,C2,P,A,1,N,1,0,8,RN,EMILIA-ROMAGNA,2006-05-19,Minivan,Diesel,MB05,N,NA,N,1248,4000,18.3,1750,4,15,17400,159,15.4,3.93,1.698,1.66,1275,1750,5,5,TU10
1,633,2015-07-02,2015-06-24,C2,P,E,1,S,0,1,12,PA,SICILIA,2001-12-21,Sedan,Diesel,MB05,N,NA,N,2387,4000,31.1,1800,2,22,36800,210,9.9,4.72,1.815,1.416,1565,2000,4,5,TU30
1,2799,2017-06-30,2017-06-28,C3,P,A,7,N,1,7,17,VE,VENETO,2009-08-11,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,14150,155,14.5,4.03,1.687,1.49,1105,1550,5,5,AS00
1,651,2014-12-03,2014-11-27,C2,P,A,1,N,0,0,8,RM,LAZIO,2001-07-01,Sedan,Diesel,MC09,N,NA,N,799,4200,10.2,1800,2,11,10300,135,19.8,2.5,1.515,1.549,805,990,3,2,TU10
1,1492,2015-09-21,2015-09-18,C3,P,A,1,N,0,0,8,TO,PIEMONTE,2011-04-15,Station wagon,Diesel,ME02,N,NA,N,1686,4000,28.5,2000,4,18,22650,192,11.7,4.698,1.814,1.535,1523,2095,5,5,TU10
1,1932,2015-10-21,2015-10-14,C2,P,A,1,N,0,0,4,BO,EMILIA-ROMAGNA,2009-06-09,Sedan,Petrol / LPG,MC09,N,NA,N,1242,5000,10.4,2500,2,14,12100,153,16.8,3.81,1.704,1.53,1020,1350,3,4,AS00
1,1163,2016-10-17,2016-09-18,C2,P,E,1,N,0,1,13,RM,LAZIO,1999-04-27,Sedan,Petrol,MC09,N,NA,N,1299,5000,10.7,2500,2,15,9864.32,155,19.5,3.828,1.634,1.32,1095,1475,5,5,AS00
1,636,2016-07-18,2016-07-15,C3,P,A,2,N,0,0,14,RE,EMILIA-ROMAGNA,2004-04-01,Sedan,Diesel,MB09,N,NA,N,2148,4200,30.6,1600,4,21,23220,183,10.8,4.288,1.704,1.601,1620,1937,5,5,TU30
1,1453,2016-07-11,2016-07-08,C2,P,A,3,NA,1,0,4,RM,LAZIO,2005-07-01,Sedan,Diesel,MB05,N,NA,N,1461,4000,18.9,2000,2,16,15100,169,12.9,3.734,1.66,1.54,1066,1550,5,5,TU10
1,3477,2015-05-21,2015-05-19,C3,P,A,4,N,0,0,8,VE,VENETO,2007-08-08,Sedan,Diesel,MB05,N,NA,N,1399,4000,16.3,1750,2,16,14950,164,15.5,3.924,1.685,1.432,1156,1570,5,5,TU10
1,371,2015-12-11,2015-11-23,C2,P,A,1,N,1,0,2,PE,ABRUZZO,2014-11-01,Sedan,Diesel,ME02,N,14980,N,1995,4000,27.5,1250,4,20,33850,204,10.8,4.633,1.811,1.429,1550,1995,4,5,TU30
1,904,2017-04-03,2017-03-30,C4,P,A,3,N,0,1,3,LO,LOMBARDIA,2014-03-10,Minivan,Diesel,ME02,N,NA,N,1598,3700,32.6,1750,4,17,23650,175,12,4.27,1.8,1.679,1450,1925,5,5,TU10
1,769,2015-01-20,2015-01-16,C3,P,A,2,N,0,1,4,PV,LOMBARDIA,2007-01-01,Sedan,Diesel,ME02,N,NA,N,1991,4200,25.5,1600,4,20,25820,181,11.1,3.883,1.764,1.593,1345,1830,5,5,TU10
1,637,2017-06-20,2017-06-03,C2,P,E,5,N,1,1,14,TO,PIEMONTE,2010-01-01,Sedan,Diesel,MB05,N,NA,N,1422,4000,19.9,2200,2,16,16690,170,13.6,3.897,1.65,1.465,1248,1640,3,5,TU10
1,823,2017-03-28,2017-02-28,C2,P,D,3,N,0,0,2,NA,CAMPANIA,2007-12-19,Station wagon,Diesel,MB05,N,NA,N,1870,4000,30.6,2000,2,19,20225,197,10.4,4.5,1.777,1.467,1385,1890,5,5,TU30
1,1452,2018-02-12,2018-02-11,C2,P,U,1,N,0,1,2,TS,FRIULI-VENEZIA GIULIA,2006-01-01,Sedan,Diesel,MB05,N,NA,N,1398,4000,16.3,2000,2,16,17550,160,16.7,3.731,1.69,1.62,1243,1500,3,4,TU10
1,501,2015-06-04,2015-06-04,C2,P,E,1,N,0,1,0,BI,PIEMONTE,2011-02-01,Sedan,Petrol / LPG,MC09,N,NA,N,1368,6000,11.7,3250,2,15,15578.75,165,13.2,4.065,1.687,1.49,1115,1550,5,5,AS00
1,476,2015-07-02,2015-06-17,C2,P,A,1,N,0,1,14,RN,EMILIA-ROMAGNA,2011-05-30,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,12760,162,13.2,3.538,1.589,1.578,935,1305,5,4,AS00
1,4500,2015-06-30,2015-06-25,C2,P,E,1,N,0,0,17,AG,SICILIA,2011-10-21,Station wagon,Diesel,ME02,N,NA,N,1995,4000,32.6,2000,4,20,27253.68,188,11,4.33,1.783,1.606,1578,2085,5,5,TU30
1,724,2018-10-23,2018-10-19,C3,P,A,6,N,0,1,14,MI,LOMBARDIA,2017-11-08,Station wagon,Diesel,ME02,N,NA,N,1461,4000,25.5,1750,2,16,25750,187,12.7,4.626,1.814,1.449,1317,1932,5,5,TU10
1,1037,2017-02-16,2017-02-15,C3,P,E,1,N,0,0,8,PG,UMBRIA,2004-07-30,Sedan,Diesel,MB05,N,NA,N,1399,4000,16.3,1750,2,16,12150,164,16,3.916,1.683,1.467,1142,1565,3,5,TU10
1,1349,2016-08-29,2016-08-16,C2,P,U,1,S,0,0,4,IS,MOLISE,2015-09-03,Sedan,Diesel,ME02,N,NA,N,1461,4000,22.4,1750,2,16,19100,178,11.6,4.063,1.732,1.448,1146,1658,5,5,TU10
1,1926,2017-10-19,2017-10-11,C2,P,E,3,N,1,1,17,VA,LOMBARDIA,2015-06-09,Station wagon,Petrol / LPG,MC09,N,NA,N,1598,5750,15.1,3750,4,17,13600,165,11.8,4.315,1.822,1.695,1299,1721,5,5,AS00
1,725,2015-02-10,2015-02-08,C2,P,A,1,N,0,13,14,PD,VENETO,2012-09-21,Sedan,Hybrid / Petrol,MC09,S,NA,N,1497,4800,11.3,3600,4,16,19150,165,11.8,3.905,1.695,1.51,1195,1565,5,5,AS00
1,4560,2014-05-21,2014-05-15,C2,P,A,1,N,0,0,8,LU,TOSCANA,2011-07-15,Sedan,Petrol,MC09,N,NA,N,1149,5500,10.7,3500,4,14,13750,167,13.4,4.027,1.707,1.493,1165,1580,5,5,AS00
1,908,2018-02-05,2018-02-01,C2,P,E,1,N,1,0,8,TR,UMBRIA,2017-10-11,Station wagon,Diesel,ME02,N,5000,N,1461,4000,22.4,1750,2,16,14400,173,11.8,4.501,1.761,1.55,1165,1670,5,5,TU10
1,261,2018-02-12,2018-02-05,C2,P,A,1,N,0,0,14,CT,SICILIA,2016-12-23,Station wagon,Diesel,ME02,N,NA,N,1461,4000,26.5,1750,2,16,21210,175,11.2,4.135,1.765,1.565,1380,1770,5,5,TU10
1,958,2018-01-29,2018-01-23,C2,P,E,2,N,1,0,8,CA,SARDEGNA,2012-03-30,Station wagon,Diesel,ME02,N,NA,N,1560,3600,20.9,1750,4,17,22750,180,12.7,4.556,1.823,1.505,1362,1900,5,5,TU35
1,1235,2017-02-09,2017-02-08,C2,P,A,3,N,0,1,8,AN,MARCHE,2008-02-12,Sedan,Petrol,MC09,N,15000,N,1198,5400,10.8,3000,2,14,9650,159,17.5,4.034,1.698,1.441,1127,1537,5,5,AS00
1,685,2018-02-01,2018-01-28,C2,P,A,1,N,0,0,8,VA,LOMBARDIA,2016-11-30,Sedan,Petrol,MC09,N,NA,N,1197,4800,16.3,1400,4,14,19850,184,10.8,3.972,1.682,1.453,1107,1620,5,5,TV10
1,567,2014-10-28,2014-10-25,C2,P,U,3,N,0,16,12,CT,SICILIA,2000-02-10,Minivan,Diesel,MB05,N,NA,N,1870,4000,20.4,2000,2,19,21794.48,173,14.4,4.169,1.698,1.675,1400,1865,5,5,TU10
1,1485,2016-10-18,2016-10-08,C2,P,A,3,NA,0,0,2,AN,MARCHE,2010-10-13,Sedan,Petrol,MC09,N,NA,N,1242,5800,11.6,4200,4,14,13000,168,13.3,3.95,1.722,1.481,1054,1530,5,5,AS00
1,3241,2017-09-18,2017-09-14,C2,P,E,1,N,0,1,14,GR,TOSCANA,2011-02-24,Station wagon,Diesel,ME02,N,NA,N,1685,4000,26.5,1250,4,18,23100,173,12.3,4.44,1.855,1.645,1612,1940,5,5,TU30
1,2276,2015-11-02,2015-10-28,C2,P,E,6,NA,1,1,3,BO,EMILIA-ROMAGNA,2011-10-28,Sedan,LPG,NA,N,NA,N,1388,5750,12.7,4200,NA,16,16250,175,12.2,3.95,1.722,1.481,1114,1530,5,5,NA
1,2456,2015-02-19,2015-02-14,C3,P,A,1,N,0,0,17,BO,EMILIA-ROMAGNA,2008-09-24,Sedan,Petrol,MC09,N,NA,N,999,5250,12.2,3250,4,12,13475,145,10.7,2.695,1.559,1.565,845,1050,3,2,TU10
1,654,2015-05-18,2015-05-09,C2,P,A,1,N,0,1,15,TV,VENETO,2002-05-08,Station wagon,Diesel,MB05,N,NA,N,1995,4000,33.6,2000,4,20,34000,216,9.2,4.478,1.739,1.409,1580,2005,5,5,TU30
1,520,2018-06-13,2018-06-02,C2,P,E,1,N,0,0,8,AN,MARCHE,2001-10-04,Sedan,Diesel,MB05,N,NA,N,1422,4000,19.9,2200,2,16,15372.85,170,12.9,3.743,1.632,1.418,1034,1550,3,5,TU10
1,773,2016-10-03,2016-09-24,C2,P,E,1,N,0,1,4,PG,UMBRIA,2007-10-09,Sedan,Diesel,ME02,N,NA,N,1248,4000,14.8,1500,4,15,15050,165,12.5,3.546,1.627,1.488,1055,1420,3,4,TU10
1,828,2015-07-20,2015-07-14,C3,P,A,1,N,0,0,8,LC,LOMBARDIA,2014-06-16,Sedan,Petrol,MC09,N,NA,N,998,5300,9,4000,4,12,12300,155,18.2,3.999,1.737,1.488,1130,1555,5,5,AS00
1,1004,2015-01-12,2015-01-09,C2,P,A,3,N,0,1,14,BZ,TRENTINO-ALTO ADIGE,2014-10-23,Sedan,Diesel,ME02,N,NA,N,1968,4200,32.6,1750,4,20,27577.92,206,9.4,4.199,1.786,1.512,1451,2000,5,5,TU30
1,1357,2016-03-30,2016-03-29,C3,P,A,1,N,0,0,14,PG,UMBRIA,2012-11-09,Sedan,Diesel,ME02,N,NA,N,1398,4000,16.3,1750,2,16,14750,162,14.9,3.95,1.722,1.481,1105,1530,5,5,TU10
1,633,2017-06-20,2017-06-16,C2,P,A,1,N,0,0,14,LO,LOMBARDIA,2015-11-16,Sedan,Petrol,MC09,N,NA,N,1368,5000,21,1750,4,15,21750,185,10.6,4.351,1.798,1.465,1355,1785,5,5,TU10
1,7396,2016-05-25,2016-05-25,C3,P,E,3,N,1,0,17,TO,PIEMONTE,2010-02-01,Sedan,Diesel,ME02,N,NA,N,1995,4000,30.6,1750,4,20,28450,210,9,4.239,1.748,1.421,1385,1830,5,5,TU30
1,954,2017-03-30,2017-03-24,C2,P,E,1,N,0,0,8,TO,PIEMONTE,2008-02-15,Sedan,Petrol,MC09,N,NA,N,1124,5500,9.6,3200,2,14,13800,153,15.9,3.86,1.667,1.51,1085,1483,5,5,AS00
1,2092,2017-11-03,2017-11-03,C2,P,A,1,N,0,0,8,PV,LOMBARDIA,2015-02-27,Station wagon,LPG,NA,N,NA,N,1149,5500,10.9,4250,NA,14,11700,162,14.5,4.492,1.733,1.55,1193,1605,5,5,NA
1,2062,2016-12-05,2016-12-03,C2,P,A,1,N,0,0,17,MN,LOMBARDIA,2006-11-30,Sedan,Petrol / methane,MC09,N,NA,N,1242,5000,10.4,2500,2,14,12450,155,14.3,3.865,1.66,1.48,950,1400,5,5,AS00
1,1148,2015-11-10,2015-11-07,C2,P,E,5,N,1,0,8,RM,LAZIO,2015-06-10,Sedan,Petrol,MC09,N,10000,N,1242,5500,10.4,3000,2,14,10250,162,13.2,3.538,1.578,1.54,935,1305,5,4,AS00
1,1889,2015-10-02,2015-09-29,C3,P,A,1,N,0,0,8,LE,PUGLIA,2004-09-30,Sedan,Diesel,MB05,N,15000,N,1398,4000,15.3,1750,2,16,17900,160,17.1,4.202,1.746,1.51,1271,1630,5,5,TU10
1,1578,2016-03-22,2016-03-04,C3,P,A,1,N,0,16,0,RM,LAZIO,2006-11-02,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,11050,162,13.2,3.538,1.578,1.54,935,1305,5,4,AS00
1,512,2015-06-08,2015-06-07,C2,P,E,1,N,0,1,3,AO,VALLE D'AOSTA,2001-01-15,Sedan,Petrol,MC09,N,NA,N,1108,5000,9,2750,2,13,6460,140,19.5,3.408,1.494,1.435,790,1150,3,5,AS00
1,827,2018-05-22,2018-04-06,C2,P,A,1,N,0,7,6,PD,VENETO,2017-10-31,Sedan,Diesel,ME02,N,NA,N,1560,3500,23.8,1750,2,17,15050,171,13.7,3.996,1.749,1.474,1161,1620,5,5,TU30
